title,url,location,price,property_type,posted_by,description,Extracted_Locality,Clean_Project_Name,Google_Maps_Link,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
"Residential land / Plot in Jnana Jyothi Nagar, Mysore Road",https://www.99acres.com/residential-land-plot-for-sale-in-jnana-jyothi-nagar-bangalore-west-133-sq-yard-spid-D86471242,"Jnana Jyothi Nagar, Mysore Road, Bangalore West",₹1.5 Cr,Residential land / Plot,Dealer·1w ago,North facing semi commercial bbmp a katha plot near mariyappan palya bus stop magadi road for sale,Jnana Jyothi Nagar,"Residential land / Plot Jnana Jyothi Nagar, Mysore Road",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Jnana+Jyothi+Nagar+Mysore+Road+Bangalore,15000000,[],1200,12500,West,0.588455500543413,5.40242259570335,5,5,6.8,7.4,0,2,0.0840336134453781,33.6,47,40.3
"Residential land / Plot in Banashankari 6th Stage 2nd Block, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-2-block-bangalore-south-133-sq-yard-spid-G86158186,"Banashankari 6th Stage 2nd Block, Bangalore, Bangalore South",₹1.72 Cr,Residential land / Plot,Dealer·3w ago,Banashankari 6th stage 2nd block 30 by 40 south facing good location ready to construction,Banashankari,"Residential land / Plot Banashankari 6th Stage 2nd Block, Bangalore",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Banashankari+6th+Stage+2nd+Block+Bangalore,17200000,[],1200,14333,South,0.588455500543413,4.35830834123682,5,5,9.2,8.2,0,20,1.59663865546218,37.3,49.5,43.4
"2 Bedroom House in Andrahalli, Bangalore",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-andrahalli-bangalore-west-1100-sq-ft-r1-spid-L73465541,Pompie Villa Shirdi Saibaba Layout,₹92 Lac,2 Bedroom House,2w ago,"We are proud owners of house/villa available for sale in andrahalli, bangalore west. Available at price of rs 90 lacs. It has plot area of 1200 sq ft. It has 2 bhk, 2 bathroom, 2 balcony.It is a freehold property",Andrahalli,"2 Andrahalli, Bangalore",https://www.google.com/maps/search/?api=1&query=Pompie+Villa+Shirdi+Saibaba+Layout+Andrahalli+Bangalore,9200000,[2],1200,7667,West,0.588455500543413,8.15539815044245,7,8,6.8,7.4,0.5,1,0,41.8,58.8,50.3
"3 BHK Flat in Doddakannelli, Sarjapur Road",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-doddakannelli-bangalore-east-2044-sq-ft-spid-Z85792154,Doddakannelli road,₹1.89 Cr,3 BHK Flat,Dealer·1mo ago,"Spacious east-Facing 3 bhk flat for sale in prime bellandur location Discover your ideal home in the heart of bellandur! This beautifully designed east-Facing 3 bhk apartment offers excellent natural ventilation and air circulation, ensuring a bright and refreshing living experience throughout the day. Located in a high-Demand, well-Connected neighborhood, the flat provides easy access to major...",Sarjapur,"Doddakannelli, Sarjapur Road",https://www.google.com/maps/search/?api=1&query=3+BHK+Flat+Doddakannelli+Road+Sarjapur+Road+Bangalore,18900000,[3],2044,9247,East,2.62685665982369,7.25539786563224,9,9,7.5,9.5,0,120,10,53.9,79.9,66.9
"Residential land / Plot in Mandur, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-mandur-bangalore-north-133-sq-yard-spid-S85816380,"Mandur, Bangalore, Bangalore East",₹96 Lac,Residential land / Plot,Dealer·1mo ago,"Bmrda approved plots are now available in a prime residential layout. With excellent connectivity to whitefield, kr puram, and airport road, this project is ideal for both living and investment. Size: 3 acres 04 guntas | 56 plots Approval: Bmrda approved Location: Kodigehalli, bidarahalli hobli, bangalore east taluk Highlights: 9m & 12m roads, smart layout design, Key amenities Cricket pitches ...",Kodigehalli,"Residential land / Plot Mandur, Bangalore",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Mandur+Bangalore,9600000,[],1200,8000,North,0.588455500543413,7.9657145461122,5,5,8,9.3,0,5,0.336134453781513,38.5,60.5,49.5
TVS Isle of Trees,https://www.99acres.com/tvs-isle-of-trees-hebbal-bangalore-north-npxid-r429968,"in Hebbal, Bangalore","₹1.09 - 2.23 Cr, ₹1.71 - 2.89 Cr","3, 4 BHK Apartment",TVS Emerald,"Spacious 3,4 BHK apartments in Hebbal are available for sale.Check out latest property options at TVS Isle of Trees housing society. Here units have different sizes, mostly in range of 1,500 - 2,379 sqft SUPER area. Apartment prices in this housing society vary in the range of Rs. 1.09 - 2.89 Cr. The housing society is RERA-registered with PRM/KA/RERA/1251/446/PR/150724/006941 registration number",Hebbal,TVS Isle of Trees,https://www.google.com/maps/search/?api=1&query=TVS+Isle+of+Trees+Hebbal+Bangalore,19800000,"[3, 4]",2379,8323,North,3.43593768868494,7.78172714611619,10,9,8,9.3,0,20,1.59663865546218,60.8,67.9,64.4
Provident Rays of Dawn,https://www.99acres.com/provident-rays-of-dawn-venkatapura-bangalore-south-npxid-r76819,"in Venkatapura, Bangalore","₹48 L, ₹60 L","2, 3 BHK Apartment",Provident Housing,"Looking for your dream home? Explore 2,3 BHK apartments in Venkatapura, now available in Provident Rays of Dawn. Apartments in Provident Rays of Dawn have SUPER area ranging between 883 - 1,082 sqft. Prices of apartments in this project, vary between Rs. 48 - 60 L. The property options in this society are Ready To Move",Venkatapura,Provident Rays of Dawn,https://www.google.com/maps/search/?api=1&query=Provident+Rays+of+Dawn+Venkatapura+Bangalore,5400000,"[2, 3]",1082,4991,South,0.303465765004227,9.67970243028558,9,9,9.2,8.2,2,1,0,53.6,68.4,61
Shriram Solitaire,https://www.99acres.com/shriram-solitaire-yelahanka-new-town-bangalore-north-npxid-r413382,"in Yelahanka New Town, Bellari Road","₹85.5 L - 1 Cr, ₹1.23 Cr","2, 3 BHK Apartment",Shriram Properties Limited,"Looking for your dream home? Explore 2,3 BHK apartments in Yelahanka New Town, now available in Shriram Solitaire. This society offers apartments in the price range of Rs. 85.5 L - 1.23 Cr. Shriram Solitaire apartments are available in multiples sizes, ranging from 1,045 - 1,455 sqft SUPER area. Shriram Solitaire 's RERA registration number is TOR/PRM/KA/RERA/1251/309/PR/221116/000068",Yelahanka,Shriram Solitaire,https://www.google.com/maps/search/?api=1&query=Shriram+Solitaire+Yelahanka+New+Town+Bellari+Road+Bangalore,10787500,"[2, 3]",1455,7414,North,1.2043231493781,8.29951212009877,9,9,8,9.3,0,47,3.8655462184874,51,72.6,61.8
Ahad Serenity,https://www.99acres.com/ahad-serenity-sarjapur-road-bangalore-east-npxid-r374967,"in Sarjapur Road, Bangalore","₹97.74 L - 1.09 Cr, ₹1.29 - 1.64 Cr","2, 3 BHK Apartment",Ahad Builders,"Finest 2,3 BHK apartments in Sarjapur Road available for sale in Ahad Serenity. Ahad Serenity apartments are available in multiples sizes, ranging from 1,030 - 1,728 sqft SUPER area. Prices of apartments in this project, vary between Rs. 97.74 L - 1.64 Cr. Ahad Serenity 's RERA registration number is PRM/KA/RERA/1251/308/PR/210219/003913",Sarjapur,Ahad Serenity,https://www.google.com/maps/search/?api=1&query=Ahad+Serenity+Sarjapur+Road+Bangalore,12493500,"[2, 3]",1728,7230,East,1.86366380871875,8.40432227984882,9,9,7.5,9.5,0,120,10,52.4,82.8,67.6
Hiranandani QueensGate,https://www.99acres.com/hiranandani-queensgate-begur-bangalore-south-npxid-r16710,"in Begur, Bangalore",₹2.49 - 3.02 Cr,3 BHK Apartment,House of Hiranandani,"Looking for your dream home? Explore 3 BHK apartments in Begur, now available in Hiranandani QueensGate. Prices of apartments in this project, vary between Rs. 2.49 - 3.02 Cr. This society is RERA approved and PRM/KA/RERA/1251/310/PR/171016/000971 is the RERA number. Here units have different sizes, mostly in range of 1,660 - 2,016 sqft SUPER area",Begur,Hiranandani QueensGate,https://www.google.com/maps/search/?api=1&query=Hiranandani+QueensGate+Begur+Bangalore,27550000,[3],2016,13666,South,2.5592319768144,4.73824517033075,9,9,9.2,8.2,0,8,0.588235294117647,54.6,54.9,54.8
Purple Woods,https://www.99acres.com/purple-woods-motappa-layout-bangalore-east-npxid-r7464,"in Motappa Layout, Varanasi, Bangalore","₹65.91 - 75.68 L, ₹77.27 - 95.94 L","2, 3 BHK Apartment",Carp Properties and Purple Estates,"Here are beautifully built 2,3 BHK apartments in Motappa Layout, available for sale at Purple Woods. Purple Woods apartments are available in multiples sizes, ranging from 1,045 - 1,521 sqft SUPER area. Purple Woods 's RERA registration number is PRM/KA/RERA/1251/446/PR/171214/001929. Prices of apartments in this project, vary between Rs. 65.91 - 95.94 L",Varanasi,Purple Woods,https://www.google.com/maps/search/?api=1&query=Purple+Woods+Motappa+Layout+Varanasi+Bangalore,7870000,"[2, 3]",1521,5174,East,1.36372418790001,9.57546189096895,9,9,7.5,9.5,0,1,0,51.8,70.7,61.2
SLV Enclave,https://www.99acres.com/slv-enclave-kadugodi-bangalore-east-npxid-r442007,"in Kadugodi, Bangalore","₹71.81 - 81.04 L, ₹87.28 - 96.58 L","2, 3 BHK Apartment",SLV Builders and Developers,"SLV Enclave, one of the known housing societes in Bangalore East, brings classic yet modern 2,3 BHK apartments in Kadugodi. This society is RERA approved and PRM/KA/RERA/1251/446/PR/070425/007655 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 71.81 - 96.58 L. Here units have different sizes, mostly in range of 1,105 - 1,486 sqft SUPER area",Kadugodi,SLV Enclave,https://www.google.com/maps/search/?api=1&query=SLV+Enclave+Kadugodi+Bangalore,8417750,"[2, 3]",1486,5665,East,1.27919333413839,9.29577825815768,9,9,7.5,9.5,0,8,0.588235294117647,51.3,70.9,61.1
Sowparnika Indradhanush,https://www.99acres.com/sowparnika-indradhanush-hoskote-bangalore-east-npxid-r392277,"in Hoskote, Bangalore","₹36.4 L, ₹52.43 - 58.66 L, ₹75.25 - 79.94 L","1, 2, 3 BHK Apartment",Sowparnika Projects,"Spacious 1,2,3 BHK apartments in Hoskote are available for sale.Check out latest property options at Sowparnika Indradhanush housing society. Sowparnika Indradhanush 's RERA registration number is PRM/KA/RERA/1250/304/PR/230522/004913. Sowparnika Indradhanush apartments are available in multiples sizes, ranging from 520 - 1,142 sqft SUPER area. Prices of apartments in this project, vary between Rs. 36.4 - 79.94 L",Hoskote,Sowparnika dradhanush,https://www.google.com/maps/search/?api=1&query=Sowparnika+Indradhanush+Hoskote+Bangalore,5651333,"[1, 2, 3]",1142,4949,East,0.448375800024152,9.7036264884894,9,9,7.5,9.5,0,21,1.68067226890756,48.8,73.5,61.2
Ivory at Brigade Orchards,https://www.99acres.com/ivory-at-brigade-orchards-devanahalli-bangalore-north-npxid-r387343,"in Devanahalli, Bangalore","₹62.39 L, ₹1.06 - 1.07 Cr","2, 3 BHK Apartment",Brigade Group,"Ivory at Brigade Orchards society now offers elegantly built 2,3 BHK apartments in Devanahalli. Here units have different sizes, mostly in range of 622 - 888 sqft CARPET area. This society is RERA approved and PRM/KA/RERA/1250/303/PR/220104/004626 is the RERA number. Prices of apartments in this project, vary between Rs. 62.39 L - 1.07 Cr",Devanahalli,Ivory at Brigade Orchards,https://www.google.com/maps/search/?api=1&query=Ivory+at+Brigade+Orchards+Devanahalli+Bangalore,8444500,"[2, 3]",888,9510,North,0,7.10558769164167,9,9,8,9.3,0,66,5.46218487394958,45.6,72,58.8
Prestige Augusta Golf Village,https://www.99acres.com/prestige-augusta-golf-village-kothanur-bangalore-north-npxid-r8156,"in Kothanur, Near Hennur, Bangalore","₹4.3 - 6.35 Cr, ₹7.7 Cr","3, 4 BHK Villa",Prestige Group,"Book 3,4 BHK Villa for sale in Kothanur by Prestige Augusta Golf Village. Swimming Pool, Gymnasium and Club House are some of the popular amenities offered here. Villas in Prestige Augusta Golf Village are Ready To Move. Sizes of Villas vary in 2,400 - 4,300 sqft",Kothanur,Prestige Augusta Golf ge,https://www.google.com/maps/search/?api=1&query=Prestige+Augusta+Golf+Village+Kothanur+Near+Hennur+Bangalore,65125000,"[3, 4]",4300,15145,North,8.07547397657288,3.89577654929637,10,9,8,9.3,4,4,0.252100840336134,77.2,60.2,68.7
Prestige Marigold,https://www.99acres.com/prestige-marigold-bettenahalli-bangalore-north-npxid-r385001,"in Bettenahalli, Near Yelahanka, Bangalore",₹90 L - 4.67 Cr,Land,Prestige Group,"This is your chance to invest in Land in Bettenahalli. Check out Prestige Marigold, one of the best offerings in the area that too within your price range. This is your chance to invest in Land in Bettenahalli. Check out Prestige Marigold, one of the best offerings in the area that too within your price range. This project has some top amenities, which include Gymnasium, Club House and Children's Play Area among others. Land prices here are in tune of Rs. 90 L - 4.67 Cr",Yelahanka,Prestige Marigold,https://www.google.com/maps/search/?api=1&query=Prestige+Marigold+Bettenahalli+Near+Yelahanka+Bangalore,27850000,[],,,North,1.70305518657167,7.25539786563224,5,5,8,9.3,2,47,3.8655462184874,43.7,66,54.8
"3 BHK Flat in Chokkanahalli, Near Thanisandra, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-msr-infraa-rr-signature-chokkanahalli-bangalore-north-1533-sq-ft-spid-M84935112,MSR Infraa RR Signature,₹1.69 Cr,3 BHK Flat,1mo ago,"Discover premium urban living with this well-Designed 3bhk flat in a prime location on thanisandra main road, developed by msr infraa. Spanning 1533 sq. Ft., this home is perfect for families seeking comfort, convenience, and a high-Quality lifestyle in north bangalores thriving corridor. Property details: Type: 3bhk | 3 bathrooms Size: 1533 sq. Ft. Price: ?1.69 crore (Negotiable) Get a three b...",Thanisandra,"Chokkanahalli, Near Thanisandra, Bangalore",https://www.google.com/maps/search/?api=1&query=MSR+Infraa+RR+Signature+Chokkanahalli+Near+Thanisandra+Bangalore,16900000,[3],1533,11024,North,1.392706194904,6.24318235543745,9,9,8,9.3,0,42,3.4453781512605,49.6,66.8,58.2
"3 BHK Flat in Pattandur Agrahara, Whitefield",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habitat-crest-pattandur-agrahara-bangalore-east-2903-sq-ft-spid-G85182030,Habitat Crest,₹4 Cr,3 BHK Flat,1mo ago,"We are the proud owners of this 3 bhk apartment available in habitat crest, pattandur agrahara, bangalore east. This unit is located on 2nd floor and has a carpet area of 2903 sq.Ft. . It has 3 bathroom(s) and 3 balcony(s). The ownership is freehold type.",Pattandur Agrahara,"Pattandur Agrahara, Whitefield",https://www.google.com/maps/search/?api=1&query=Habitat+Crest+Pattandur+Agrahara+Whitefield+Bangalore,40000000,[3],2903,13779,East,4.70148532785896,4.67387806135382,9,9,7.5,9.5,0.5,5,0.336134453781513,59.1,59.4,59.2
"3 BHK Flat in Yarandahalli, Bommasandra",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-svamitva-emerald-square-yarandahalli-bangalore-south-1480-sq-ft-spid-U85906788,Svamitva Emerald Square,₹1.18 Cr,3 BHK Flat,,"Svamitva emerald square in bommasandra, bangalore, is a ready-To-Move project by svamitva infra. Spread across 2.38 acres, it has 337 units across 4 towers (B+g+13) offering 1, 2 & 3 bhk apartments (6001,480 sq ft). Amenities include a clubhouse, swimming pool, gym, skywalk, yoga zone, childrens play area, and ev charging. Located close to electronic city and bommasandra metro station.",Yarandahalli,"Yarandahalli, Bommasandra",https://www.google.com/maps/search/?api=1&query=Svamitva+Emerald+Square+Yarandahalli+Bommasandra+Bangalore,11800000,[3],1480,7973,South,1.2647023306364,7.98109429781465,9,9,9.2,8.2,5,1,0,58.3,67.2,62.8
"Residential land / Plot in Doddaballapur, Doddaballapur Road",https://www.99acres.com/residential-land-plot-for-sale-in-doddaballapur-bangalore-north-244-sq-yard-spid-M86770036,KBL Enclave,₹93.5 Lac,Residential land / Plot,Dealer·Yesterday,"Premium residential villa plot project attached to doddaballapur - Devanahalli national highway and strr, just opp to l&t plant and hitachi green energy.This gated community project provides class, comfort and ease with modern amenities like, round the clock security, underground electricity with street lights, tree lined wide concrete roads, water connection for each plot, storm water drain, s...",Doddaballapur,"Residential land / Plot Doddaballapur, Doddaballapur Road",https://www.google.com/maps/search/?api=1&query=KBL+Enclave+Doddaballapur+Doddaballapur+Road+Bangalore,9350000,[],2200,4250,North,3.0036227508755,10,5,5,8,9.3,3,9,0.672268907563025,52,69.1,60.6
"Residential land / Plot in Seegehalli, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-seegehalli-bangalore-east-108-sq-yard-spid-N86092332,"Seegehalli, Bangalore, Bangalore East",₹96.8 Lac,Residential land / Plot,Dealer·4w ago,"Spacious, ready to build plot in seegehalli, bangalore east. This 968 sq.Ft. Super built up area plot is your opportunity to build a exceptional residence. Construction on this property can be easily done upto 3 floors. Boundary wall is already constructed to separate the plot from nearby properties. Immediately, possession of property can be transferred. The property belongs to owner through f...",Seegehalli,"Residential land / Plot Seegehalli, Bangalore",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Seegehalli+Bangalore,9680000,[],968,10000,East,0.0281366984663688,6.82647367926382,5,5,7.5,9.5,0,4,0.252100840336134,34.4,58.2,46.3
"Residential land / Plot in Ramanjaneyanagar, Chikkalasandra, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-ramanjaneyanagar-bangalore-south-267-sq-yard-spid-X86072950,"Ramanjaneyanagar, Chikkalasandra, Bangalore, Bangalore South",₹4.09 Cr,Residential land / Plot,Dealer·4w ago,Ramanji nagar chikkalsandra 40/60 east facing commercial site on 60 feet road fully developed,Ramanjaneyanagar,"Residential land / Plot Ramanjaneyanagar, Chikkalasandra, Bangalore",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Ramanjaneyanagar+Chikkalasandra+Bangalore,40900000,[],2400,17042,South,3.48665620094192,2.81520658709069,5,5,9.2,8.2,0,1,0,45.9,43.2,44.6
